,ID,Probability
0,1,0.13435329496860504
1,2,0.17721186578273773
2,3,0.338630348443985
3,4,0.43141645193099976
4,5,0.13435329496860504
5,6,0.16653338074684143
6,7,0.48352035880088806
7,8,0.20594419538974762
8,9,0.11926877498626709
9,10,0.525753915309906
10,11,0.21347229182720184
11,12,0.47190454602241516
12,13,0.3275029957294464
13,14,0.3434801399707794
14,15,0.11567259579896927
15,16,0.5164826512336731
16,17,0.11595690250396729
17,18,0.23394717276096344
18,19,0.15304873883724213
19,20,0.11595690250396729
20,21,0.11567259579896927
21,22,0.11595690250396729
22,23,0.4475327134132385
23,24,0.3872096538543701
24,25,0.24026234447956085
25,26,0.5398640036582947
26,27,0.5164199471473694
27,28,0.5301873683929443
28,29,0.49242329597473145
29,30,0.2887246310710907
30,31,0.44987213611602783
31,32,0.3051791191101074
32,33,0.1915314942598343
33,34,0.23248282074928284
34,35,0.20643679797649384
35,36,0.4774864912033081
36,37,0.5123854279518127
37,38,0.11567259579896927
38,39,0.24020323157310486
39,40,0.3847463130950928
40,41,0.12356841564178467
41,42,0.15527686476707458
42,43,0.40574154257774353
43,44,0.11809799075126648
44,45,0.5656073093414307
45,46,0.5656073093414307
46,47,0.5118197798728943
47,48,0.4657450020313263
48,49,0.11567259579896927
49,50,0.28512704372406006
50,51,0.5242981910705566
51,52,0.11567259579896927
52,53,0.22332046926021576
53,54,0.11567259579896927
54,55,0.28783491253852844
55,56,0.11567259579896927
56,57,0.12506161630153656
57,58,0.12270774692296982
58,59,0.4691650867462158
59,60,0.3464885950088501
60,61,0.11595690250396729
61,62,0.11567259579896927
62,63,0.335152804851532
63,64,0.11595690250396729
64,65,0.22527210414409637
65,66,0.4932476878166199
66,67,0.2226942628622055
67,68,0.4730016589164734
68,69,0.37457042932510376
69,70,0.11595690250396729
70,71,0.11595690250396729
71,72,0.11595690250396729
72,73,0.11567259579896927
73,74,0.11567259579896927
74,75,0.532274067401886
75,76,0.14276543259620667
76,77,0.45995253324508667
77,78,0.3930072784423828
78,79,0.5556613802909851
79,80,0.5415175557136536
80,81,0.43601664900779724
81,82,0.39460623264312744
82,83,0.16559360921382904
83,84,0.16364146769046783
84,85,0.11790650337934494
85,86,0.11595690250396729
86,87,0.325857549905777
87,88,0.15684421360492706
88,89,0.22476501762866974
89,90,0.4903727173805237
90,91,0.34121638536453247
91,92,0.13862460851669312
92,93,0.4997096657752991
93,94,0.4367445111274719
94,95,0.31382155418395996
95,96,0.3049517571926117
96,97,0.15417392551898956
97,98,0.1400931030511856
98,99,0.4971424639225006
99,100,0.464357852935791
100,101,0.18321621417999268
101,102,0.5140754580497742
102,103,0.20715656876564026
103,104,0.315491646528244
104,105,0.24518710374832153
105,106,0.5465330481529236
106,107,0.5263147354125977
107,108,0.47339218854904175
108,109,0.12208184599876404
109,110,0.11822912842035294
110,111,0.5065981149673462
111,112,0.5547288656234741
112,113,0.26930826902389526
113,114,0.45786726474761963
114,115,0.5619977116584778
115,116,0.4092503786087036
116,117,0.1826189160346985
117,118,0.5619977116584778
118,119,0.21759724617004395
119,120,0.20456935465335846
120,121,0.14384396374225616
121,122,0.11567259579896927
122,123,0.2368907928466797
123,124,0.48001381754875183
124,125,0.49245548248291016
125,126,0.12356841564178467
126,127,0.5288281440734863
127,128,0.49300140142440796
128,129,0.5471818447113037
129,130,0.419229120016098
130,131,0.3842740058898926
131,132,0.43471091985702515
132,133,0.2704356610774994
133,134,0.5656073093414307
134,135,0.11567259579896927
135,136,0.15516649186611176
136,137,0.43349939584732056
137,138,0.1709122508764267
138,139,0.18276916444301605
139,140,0.5656073093414307
140,141,0.28065645694732666
141,142,0.40163448452949524
142,143,0.547028660774231
143,144,0.16095618903636932
144,145,0.1356487274169922
145,146,0.11595690250396729
146,147,0.11595690250396729
147,148,0.16696517169475555
148,149,0.20579759776592255
149,150,0.11595690250396729
150,151,0.11595690250396729
151,152,0.12581311166286469
152,153,0.5281181931495667
153,154,0.1391378939151764
154,155,0.17501813173294067
155,156,0.5265767574310303
156,157,0.4598557651042938
157,158,0.11567259579896927
158,159,0.3235810697078705
159,160,0.550053060054779
160,161,0.45915302634239197
161,162,0.1564468890428543
162,163,0.46828895807266235
163,164,0.46350324153900146
164,165,0.4978366792201996
165,166,0.11567259579896927
166,167,0.3250620365142822
167,168,0.141585111618042
168,169,0.12170267105102539
169,170,0.11567259579896927
170,171,0.11567259579896927
171,172,0.5622870922088623
172,173,0.11567259579896927
173,174,0.5196247696876526
174,175,0.4816317856311798
175,176,0.34526267647743225
176,177,0.11595690250396729
177,178,0.25432124733924866
178,179,0.46966496109962463
179,180,0.34855595231056213
180,181,0.11595690250396729
181,182,0.39736828207969666
182,183,0.11567259579896927
183,184,0.5206752419471741
184,185,0.11595690250396729
185,186,0.5508689284324646
186,187,0.5656073093414307
187,188,0.5143721103668213
188,189,0.2635023593902588
189,190,0.5269723534584045
190,191,0.11567259579896927
191,192,0.5393394827842712
192,193,0.40163448452949524
193,194,0.5038599967956543
194,195,0.11567259579896927
195,196,0.11595690250396729
196,197,0.15968814492225647
197,198,0.11595690250396729
198,199,0.12080427259206772
199,200,0.45881539583206177
200,201,0.2562457025051117
201,202,0.5656073093414307
202,203,0.34941932559013367
203,204,0.5540511608123779
204,205,0.11595690250396729
205,206,0.3600308299064636
206,207,0.44727373123168945
207,208,0.1513800323009491
208,209,0.19786754250526428
209,210,0.11703000962734222
210,211,0.5642498135566711
211,212,0.446696400642395
212,213,0.5250534415245056
213,214,0.20610757172107697
214,215,0.23840375244617462
215,216,0.11567259579896927
216,217,0.11595690250396729
217,218,0.30161046981811523
218,219,0.28371092677116394
219,220,0.4834500253200531
220,221,0.14312364161014557
221,222,0.5002512335777283
222,223,0.429469496011734
223,224,0.5656073093414307
224,225,0.11657118797302246
225,226,0.11567259579896927
226,227,0.11675587296485901
227,228,0.5206752419471741
228,229,0.14463703334331512
229,230,0.5401507616043091
230,231,0.5656073093414307
231,232,0.2759912312030792
232,233,0.11567259579896927
233,234,0.2002030909061432
234,235,0.14139381051063538
235,236,0.13673746585845947
236,237,0.3200957179069519
237,238,0.11567259579896927
238,239,0.44437992572784424
239,240,0.2579028904438019
240,241,0.11567259579896927
241,242,0.11567259579896927
242,243,0.5001436471939087
243,244,0.507013738155365
244,245,0.45842012763023376
245,246,0.40726855397224426
246,247,0.4675716161727905
247,248,0.36619916558265686
248,249,0.11595690250396729
249,250,0.2577861547470093
250,251,0.11567259579896927
251,252,0.11567259579896927
252,253,0.4537172317504883
253,254,0.11567259579896927
254,255,0.1826189160346985
255,256,0.11567259579896927
256,257,0.5192489624023438
257,258,0.11567259579896927
258,259,0.15836457908153534
259,260,0.1647185981273651
260,261,0.16175983846187592
261,262,0.5498771071434021
262,263,0.1638668179512024
263,264,0.12814469635486603
264,265,0.11567259579896927
265,266,0.561100423336029
266,267,0.11626067757606506
267,268,0.5060816407203674
268,269,0.11567259579896927
269,270,0.1274120807647705
270,271,0.5492330193519592
271,272,0.546669065952301
272,273,0.11703000962734222
273,274,0.11595690250396729
274,275,0.1385805904865265
275,276,0.31884539127349854
276,277,0.12390431761741638
277,278,0.38994139432907104
278,279,0.1162748634815216
279,280,0.5323692560195923
280,281,0.11595690250396729
281,282,0.11595690250396729
282,283,0.13869525492191315
283,284,0.15471526980400085
284,285,0.45362383127212524
285,286,0.11567259579896927
286,287,0.11790650337934494
287,288,0.5470958352088928
288,289,0.1205112636089325
289,290,0.11567259579896927
290,291,0.11819163709878922
291,292,0.1220482662320137
292,293,0.11595690250396729
293,294,0.16898266971111298
294,295,0.11595690250396729
295,296,0.5190195441246033
296,297,0.19686654210090637
297,298,0.11567259579896927
298,299,0.11595690250396729
299,300,0.11595690250396729
300,301,0.11595690250396729
301,302,0.5513442754745483
302,303,0.1162748634815216
303,304,0.11595690250396729
304,305,0.5298811197280884
305,306,0.1343616396188736
306,307,0.5491182804107666
307,308,0.4476221203804016
308,309,0.33639052510261536
309,310,0.5208957195281982
310,311,0.15321084856987
311,312,0.4430696666240692
312,313,0.11567259579896927
313,314,0.5276929140090942
314,315,0.5556588768959045
315,316,0.11567259579896927
316,317,0.11595690250396729
317,318,0.12390431761741638
318,319,0.17999570071697235
319,320,0.11595690250396729
320,321,0.2844443619251251
321,322,0.11595690250396729
322,323,0.5632328987121582
323,324,0.5656073093414307
324,325,0.22406695783138275
325,326,0.561100423336029
326,327,0.11567259579896927
327,328,0.13508081436157227
328,329,0.11598985642194748
329,330,0.1505756974220276
330,331,0.12474336475133896
331,332,0.11675587296485901
332,333,0.5632328987121582
333,334,0.5398640036582947
334,335,0.11675587296485901
335,336,0.11595690250396729
336,337,0.11567259579896927
337,338,0.11703000962734222
338,339,0.11595690250396729
339,340,0.12288275361061096
340,341,0.13576047122478485
341,342,0.4307056665420532
342,343,0.1898142248392105
343,344,0.37581589818000793
344,345,0.1162748634815216
345,346,0.5656073093414307
346,347,0.11567259579896927
347,348,0.21359728276729584
348,349,0.3228605389595032
349,350,0.5247491598129272
350,351,0.4223356544971466
351,352,0.17811472713947296
352,353,0.13051079213619232
353,354,0.19534564018249512
354,355,0.12495402991771698
355,356,0.1162748634815216
356,357,0.11567259579896927
357,358,0.2026575654745102
358,359,0.4431151747703552
359,360,0.519946277141571
360,361,0.31937673687934875
361,362,0.12270774692296982
362,363,0.17687363922595978
363,364,0.1337810605764389
364,365,0.44534435868263245
365,366,0.47968024015426636
366,367,0.40501874685287476
367,368,0.2801053822040558
368,369,0.5271849632263184
369,370,0.1220305860042572
370,371,0.5538865923881531
371,372,0.17296923696994781
372,373,0.12801705300807953
373,374,0.11819163709878922
374,375,0.11567259579896927
375,376,0.5175641179084778
376,377,0.36374327540397644
377,378,0.3681384027004242
378,379,0.11567259579896927
379,380,0.47231918573379517
380,381,0.49133673310279846
381,382,0.5656073093414307
382,383,0.4243389070034027
